Name;IPS10   ;IPS11   ;IPS299  ;IPS12   ;IPS13   ;IPS18   ;IPS25   ;IPS32   ;IPS34   ;IPS38   ;IPS43   ;IPS307  ;IPS306  ;PMP     ;UTL11   ;CES275  ;CES277  ;CES278  ;CES275R  ;CES277R  ;CES278 R ;CES002  ;CES003  ;CES006  ;CES011  ;CES015  ;CES017  ;CES033  ;CES046  ;CES048  ;CES049  ;CES053  ;CES088  ;CES140  ;LHEL    ;LHELX   ;LHEM    ;LHNAG   ;LHUR    ;LHU680  ;LHU5    ;LHU14   ;LHU15   ;LHU26   ;LHU27   ;CES151  ;CES155  ;HSBR    ;HSFR    ;HSNE    ;HSMW    ;HSSOU   ;HSWST   ;FYFF    ;FYGM3   ;FYGM6   ;FYGT1   ;FYGT5   ;FYGT10  ;FYAAAC  ;FYBAAC  ;Sfygm6;Sfygt1;Sfygt10;sFYAAAC  ;sFYBAAC  ;FM1     ;MZMSL;FM2;FMFBA   ;FMRRA   ;FMRNBA  ;BUSLOANS;CCINRV  ;PI071   ;PI072   ;PI073   ;PI074   ;CPIAUCSL;CPILFESL;PCEPILFE;PWFSA   ;PWFCSA  ;PWIMSA  ;PWCMSA  ;PWCMSAR ;PSCCOM  ;PSCCOMR ;PW561   ;PW561R   ;PMCP    ;EXRUS   ;EXRSW   ;EXRJAN  ;EXRUK   ;EXRCAN  ;FSPCOM  ;FSPIN   ;FSDXP   ;FSPXE   ;FSDJ    ;HHSNTN  ;PMI     ;PMNO    ;PMDEL   ;PMNV    ;MOCMQ   ;MSONDQ  
11\1\1996;85,8679;87,9854;87,7005;89,8519;79,1948;94,6309;81,6606;83,117;70,1407;99,6582;84,3073;91,6064;92,1314;58,1;82,2803;13,53;15,27;12,89;14,33763922;16,18150413;13,65943603;101269;23583;559,6;5668;17276;10544;6732;97251;24456;5579,4;14284,4;7038;19565;87;0,891;127771;124415;5,4;15,9;2920;2207;2159;1013;1146;41;4,9;1412;1489;127;339;674;349;5,31;5,03;5,07;5,42;5,97;6,2;7,103684;7,787368;0,04;0,39;1,17;0,903684;1,587368;1083,6;3173,5;3798,7;448860;49779;49565;773,3;744910,4;94,367;108,82;93,412;91,918;158,700;167,200;94,812;132,5;131,1;125,8;115,7;122,0309665;284,843;300,4292706;68,5;72,24823862;46,3;84,47;1,2752;112,3;166,23;1,3381;735,669;863,1205;2,01;20,64;6318,36;93,9;53;56,9;51,2;42,3;139,523;39,294
12\1\1996;86,4252;88,5391;88,3619;90,1197;80,4457;94,4372;83,2551;83,6768;70,8694;100,7761;85,0453;90,4541;91,1828;58,9;82,5407;13,59;15,27;12,95;14,38034369;16,15804622;13,70312368;101430;23597;559,9;5675;17283;10555;6728;97404;24479;5583,7;14322,8;7052;19571;86;0,879;127860;124415;5,4;15,6;2621;2417;2124;970;1154;41,1;5;1411;1370;146;295;657;272;5,29;4,91;5,04;5,47;6,07;6,3;7,20381;7,892857;0,13;0,56;1,39;0,90381;1,592857;1081,6;3200,1;3819,9;452032;50185;50030;780,0;745920,5;94,504;108,406;93,691;92,084;159,100;167,400;94,863;132,9;131,6;126,4;122,5;129,1335927;286,3219;301,8267396;70,9;74,73936097;52;85,91;1,329;113,98;166,39;1,3622;743,2505;872,9686;2,01;20,59;6435,87;91,8;55,2;61,7;52;44,4;136,96;37,861
1\1\1997;86,519;88,4809;88,2076;89,8297;79,9994;94,2222;83,5461;83,955;71,2077;100,7054;85,0916;89,5053;90,5353;59,8;82,127;13,65;15,44;13;14,42688791;16,31876552;13,73989325;101638;23620;563,9;5675;17299;10572;6727;97611;24494;5589,7;14291,1;7064;19593;85;0,88;128298;124849;5,3;16;2758;2219;2162;1012;1150;40,7;5;1382;1355;157;249;596;353;5,25;5,03;5,1;5,61;6,33;6,58;7,418182;8,095455;0,07;0,58;1,55;0,838182;1,515455;1081,5;3215,0;3833,3;453634;49683;49639;783,3;747895;94,615;108,23;93,837;92,23;159,400;167,800;94,937;133;131,7;126,6;127,5;134,2995881;292,1595;307,7403963;73,4;77,31442957;53,3;87,48;1,3913;117,91;165,85;1,3494;766,2168;900,9723;1,95;21,35;6707,03;91,3;53,8;57;49,7;43,2;140,067;38,838
2\1\1997;87,5842;89,376;89,0321;90,2867;81,1959;94,3281;85,1797;85,2256;72,9441;101,7624;86,3126;89,178;90,797;58,9;82,8285;13,68;15,51;13;14,42657527;16,35644608;13,7094648;101934;23687;566,4;5722;17317;10590;6727;97845;24510;5604,3;14287,7;7079;19598;89;0,919;128298;124945;5,2;15,8;2549;2357;2140;1031;1109;41;5;1445;1486;127;359;644;356;5,19;5,01;5,06;5,53;6,2;6,42;7,305263;7,941579;0,05;0,52;1,41;0,885263;1,521579;1078,8;3232,7;3844,6;454497;48715;48673;791,0;750137,3;94,825;108,489;93,913;92,497;159,700;168,100;95,155;132,7;131,2;126,5;116,6;122,5369135;296,1316;311,2097105;64,5;67,78414166;56,4;90,25;1,4541;122,96;162,56;1,3556;798,3879;932,3989;1,89;21,28;6917,48;94,9;53,1;57,6;52,1;41,3;143,168;42,323
3\1\1997;88,2972;90,2512;90,0391;91,0059;82,2861;94,8702;86,8211;85,7385;73,8936;102,2557;87,3463;83,9549;92,5721;55;83,3327;13,7;15,46;13,03;14,43579234;16,29031748;13,72980833;102236;23738;566,6;5751;17339;10612;6727;98106;24575;5619,2;14324,8;7099;19608;87;0,921;128891;125472;5,2;15,5;2602;2323;2110;1012;1098;41,3;5,2;1436;1457;148;298;642;369;5,39;5,14;5,26;5,8;6,54;6,69;7,5595;8,1825;0,12;0,66;1,55;0,8695;1,4925;1071,8;3253,0;3858;456235;47850;47694;796,8;752190,3;94,903;108,388;93,751;92,729;159,800;168,400;95,348;132,6;131,2;126,1;107,5;112,7448924;297,676;312,1995218;56,3;59,04685992;51,1;91,05;1,4634;122,77;160,96;1,3725;792,1555;924,4935;1,91;20,5;6901,12;93,6;53,8;58,6;53,1;43,5;143,341;41,505
4\1\1997;88,3037;89,9063;89,505;89,9536;79,8386;94,4908;87,287;86,1753;74,4936;102,311;87,1379;89,7611;91,6288;56,8;82,6434;13,72;15,51;13,04;14,44849302;16,33353693;13,73238695;102532;23767;568,7;5764;17351;10630;6721;98368;24610;5630,7;14338,8;7129;19603;86;0,928;129143;125681;5,1;15,6;2439;2190;2176;1071;1105;41,3;5,1;1421;1492;144;290;707;351;5,51;5,16;5,37;5,99;6,76;6,89;7,725909;8,336818;0,21;0,83;1,73;0,835909;1,446818;1063,8;3271,7;3876,6;457822;47353;47093;803,5;762222,8;94,958;107,538;93,874;92,918;159,900;168,900;95,495;131,8;130,2;125,6;107,8;112,8854914;292,1468;305,9288968;56,1;58,74653123;50,3;92,1;1,4618;125,64;162,93;1,3942;763,9282;898,0214;1,98;19,89;6657,5;92,5;53,7;56,6;53,4;41,4;142,722;41,537
5\1\1997;88,881;90,5761;90,2208;90,567;80,8296;94,9225;88,4895;86,6381;75,5206;102,3524;87,9024;90,0006;93,9045;56,7;82,8623;13,76;15,58;13,06;14,49870924;16,41641642;13,76112955;102790;23810;571,1;5793;17363;10645;6718;98581;24640;5642,8;14348,3;7145;19601;82;0,902;129464;126027;4,9;15,4;2527;2061;2121;1070;1051;41,3;5,1;1414;1442;122;310;641;369;5,5;5,05;5,3;5,87;6,57;6,71;7,585714;8,202857;0,25;0,82;1,66;0,875714;1,492857;1064;3283,4;3887,4;459475;46657;46414;808,1;764197,3;94,905;107,251;93,669;92,983;159,900;169,200;95,555;131,5;129,8;125,4;109,1;114,1750824;292,5381;306,1463032;60,2;63,00036628;48,5;90,65;1,4331;119,19;163,22;1,3804;833,089;981,6214;1,85;21,24;7242,36;96,6;56,1;62,3;55;48,1;142,521;40,915
6\1\1997;89,309;90,9744;90,6934;90,6654;82,5954;94,2184;89,888;87,1019;76,2841;102,1236;88,4994;84,999;93,7913;56,5;82,9006;13,78;15,62;13,08;14,50221006;16,4386445;13,76552305;102984;23835;571,6;5793;17388;10674;6714;98809;24678;5656,1;14364,4;7156;19660;88;0,96;129412;126003;5;15,5;2562;2175;2085;1009;1076;41;5;1402;1494;114;305;711;364;5,56;4,93;5,13;5,69;6,38;6,49;7,410476;8,020476;0,2;0,76;1,56;0,920476;1,530476;1065,7;3302,4;3902,8;462091;46937;46570;813,0;767292,3;95,02;107,081;93,492;93,294;160,200;169,400;95,682;131,3;129,5;125,4;106,2;110,9926632;294,0686;307,3395205;51,8;54,13766435;48,9;90,31;1,4424;114,29;164,49;1,3843;876,2871;1030,398;1,77;21,76;7599,6;98,9;54,9;59,4;54,6;45,2;144,308;43,672
7\1\1997;89,7728;91,2428;90,8672;90,8155;80,7619;95,3291;90,0544;87,806;76,7699;103,1835;88,8413;87,7314;91,0704;64,5;82,6826;13,79;15,63;13,09;14,5029658;16,43809684;13,76677464;103241;23861;573,8;5817;17388;10691;6697;99066;24713;5674,6;14381,6;7188;19686;85;0,947;129822;126400;4,9;16,4;2402;2094;2119;1041;1078;41,1;5;1440;1437;147;300;657;333;5,52;5,05;5,12;5,54;6,12;6,22;7,140455;7,747273;0,07;0,49;1,17;0,920455;1,527273;1066,2;3329,9;3924,6;464698;46755;46346;816,9;767885,7;95,084;106,839;93,533;93,427;160,400;169,700;95,741;130,9;129,1;125,1;106,2;110,9242644;291,2041;304,1581976;54,9;57,34220449;52;91,43;1,4824;115,38;166,94;1,3775;925,2936;1090,215;1,66;23,05;7990,65;102,6;57,7;61,3;54,7;45,9;146,349;45,369
8\1\1997;91,0371;92,6485;92,6467;92,3356;84,7305;95,6683;92,7238;88,8939;78,4921;103,4629;90,3674;86,5992;92,6745;61,5;83,5403;13,86;15,71;13,17;14,56356587;16,50747617;13,83853986;103292;23951;572,6;5846;17451;10747;6704;98958;24598;5684,9;14406,5;7206;19617;86;0,965;130010;126651;4,8;16;2525;2120;2004;929;1075;41;5,1;1449;1390;119;283;637;351;5,54;5,14;5,19;5,56;6,16;6,3;7,221429;7,816667;0,05;0,42;1,16;0,921429;1,516667;1074,3;3363,5;3953,1;467024;46913;46315;824,7;769774,5;95,169;106,466;93,801;93,508;160,800;169,800;95,703;131,4;129,7;125,3;106,8;111,5952478;294,7114;307,9437426;54,9;57,36497288;52,1;93,53;1,5128;117,93;160,35;1,3905;927,7362;1091,764;1,65;23,12;7948,43;100,3;56,3;60,3;55,2;43;144,614;44,737
9\1\1997;91,8606;93,4091;93,3376;93,1517;85,9402;96,2961;93,205;89,7947;79,4061;104,3641;91,1589;86,8946;92,6003;56,6;83,692;13,89;15,78;13,17;14,5594432;16,54053374;13,80474204;103738;23996;574,9;5874;17465;10761;6704;99421;24810;5694,3;14425,1;7227;19679;90;1,002;130019;126627;4,9;15,9;2474;2102;2074;1000;1074;41,2;5,1;1494;1546;154;316;716;360;5,54;4,95;5,09;5,52;6,11;6,21;7,148095;7,712857;0,14;0,57;1,26;0,938095;1,502857;1067,7;3391,9;3972,6;469240;46247;45809;831,2;772912,6;95,402;106,437;94,067;93,774;161,200;170,200;95,890;131,6;130;125,5;108,4;113,0461988;293,3757;305,9502555;53,3;55,58452393;53;92,95;1,4702;120,89;160,13;1,3872;937,0243;1097,812;1,65;23,02;7866,59;100,7;53,9;55,4;54,8;47,2;147,184;45,499
10\1\1997;92,4813;94,4467;94,4684;94,4258;86,2444;98,0277;94,2258;89,8939;80,0247;104,1653;91,7056;93,3915;92,539;59,4;83,5996;13,97;15,82;13,28;14,62873179;16,56596542;13,90619601;104018;24053;575,3;5883;17513;10804;6709;99703;24875;5711,8;14463,9;7256;19738;88;1,011;130179;126867;4,7;16,1;2566;1966;1950;916;1034;41,1;5,2;1499;1520;116;324;700;380;5,5;4,97;5,09;5,46;5,93;6,03;6,997727;7,571818;0,12;0,49;1,06;0,967727;1,541818;1065,5;3413,2;3988,6;471864;45959;45690;837,0;777345,1;95,497;106,405;94,085;93,933;161,500;170,600;95,997;131,9;130,4;125,4;113,4;118,1286915;295,7743;308,1078575;57,3;59,68936529;53,6;92,24;1,4516;121,06;163,3;1,3869;951,1587;1109,195;1,61;23,59;7875,83;102,8;56,4;60,9;54,9;45;146,357;46,382
11\1\1997;93,3176;95,0812;95,1892;94,7348;88,4875;97,43;96,0292;90,9821;81,7231;104,7781;92,7305;93,0534;89,7634;60,1;83,926;14,01;15,87;13,33;14,66462904;16,61153911;13,95285547;104298;24112;574,4;5899;17556;10848;6708;99947;24937;5721,6;14511,6;7280;19761;93;1,093;130653;127267;4,6;15,4;2479;2027;1817;879;938;41;5,2;1469;1510;171;275;666;398;5,52;5,14;5,17;5,46;5,8;5,88;6,870556;7,418889;0,03;0,32;0,74;0,990556;1,538889;1070;3438,0;4011;476023;46411;46258;842,0;777649,4;95,536;105,941;94,022;94,118;161,700;170,800;96,053;131,6;130,1;125,6;115,8;120,5584417;294,2653;306,3572195;56,4;58,717583;52,1;92,67;1,4069;125,38;168,89;1,4128;938,9237;1095,698;1,65;23,08;7677,36;102,3;55,7;57,4;55,2;43,8;148,687;53,037
12\1\1997;93,6692;95,1971;95,1348;94,283;88,2903;96,8621;96,6083;91,6301;82,4848;105,4717;93,1699;91,5712;91,2942;56,7;83,7131;14,06;15,95;13,35;14,71126783;16,68881379;13,96838019;104592;24183;576,5;5938;17587;10878;6709;100175;24961;5731,9;14533,9;7306;19766;87;0,996;130679;127274;4,7;15,9;2534;1937;1901;917;984;41,3;5,3;1456;1566;133;333;707;393;5,5;5,16;5,24;5,53;5,77;5,81;6,766364;7,325909;0,08;0,37;0,65;0,956364;1,515909;1072,7;3468,0;4033;479909;46875;46551;847,8;784751,8;95,573;105,748;93,97;94,245;161,800;171,200;96,168;131,4;129,9;125,4;108,8;113,1353465;279,0668;290,1867565;50,8;52,82422427;52,2;94,81;1,4393;129,73;165,97;1,4271;962,3655;1113,481;1,62;23,71;7909,82;96,1;54,5;57,2;53,9;46,2;147,87;42,742
1\1\1998;94,1295;95,7511;95,8448;94,6863;88,7069;97,2597;97,9218;91,97;83,1985;105,4145;93,9465;84,2903;90,6538;55,6;83,7979;14,06;15,96;13,35;14,70188427;16,68862538;13,95947048;104858;24266;578,9;5983;17623;10920;6703;100362;24992;5756,5;14520;7325;19770;90;1,048;130726;127389;4,6;15,6;2587;1929;1833;838;995;41,2;5,2;1555;1525;148;345;644;388;5,56;5,04;5,03;5,24;5,42;5,54;6,6135;7,1965;-0,01;0,2;0,5;1,0735;1,6565;1074,4;3498,2;4055,9;482214;46658;46448;856,9;782101,6;95,634;105,509;93,871;94,444;162,000;171,600;96,325;130,7;128,9;124,6;102,8;106,7220348;267,136;277,3277965;43,4;45,05580067;47;96,17;1,4748;129,55;163,5;1,4409;963,359;1121,68;1,62;23,81;7808,35;102,2;53,8;57,1;53;46,2;145,73;44,302
2\1\1998;94,1673;95,7705;95,7892;94,4571;88,4088;97,0632;98,0304;92,0298;83,4986;104,7995;93,9408;85,3891;88,8205;54,6;83,1881;14,13;16,03;13,39;14,78141705;16,76901028;14,00730179;105031;24283;579,1;5997;17627;10930;6697;100534;25003;5762,7;14509,6;7348;19786;92;1,082;130807;127522;4,6;15,4;2572;1918;1809;852;957;41,1;5,1;1647;1584;190;376;690;328;5,51;5,09;5,07;5,31;5,49;5,57;6,677895;7,256316;-0,02;0,22;0,48;1,107895;1,686316;1077,9;3535,1;4088;483217;45742;45684;864,2;785448,4;95,593;105,162;93,641;94,555;162,000;171,900;96,410;130,6;128,8;124,2;100,8;104,5534696;264,8921;274,7558345;43,2;44,80862981;45,5;95,42;1,4631;125,85;164,08;1,4334;1023,742;1193,253;1,55;24,95;8323,61;104,2;52,9;54,6;52,8;46,2;150,694;45,683
3\1\1998;94,2275;95,9502;95,9269;94,6966;88,7787;97,2436;98,17;91,9343;83,2397;104,2711;93,8191;89,6765;89,0999;54,5;82,4856;14,16;16,06;13,44;14,81140562;16,79881174;14,0582833;105169;24264;577,7;5969;17637;10944;6693;100697;25024;5773,1;14510;7381;19792;92;1,05;130814;127650;4,7;14,5;2789;1972;1772;854;918;40,9;5,1;1605;1567;147;311;712;397;5,49;5,03;5,04;5,39;5,61;5,65;6,714091;7,319091;0,01;0,36;0,62;1,064091;1,669091;1077,5;3571,2;4114,3;484907;45854;45812;868,2;791455,9;95,602;105,064;93,222;94,797;162,000;172,200;96,504;130,5;128,7;123,7;99,5;103,1045345;269,4914;279,2541242;35,8;37,0969079;44,2;95,71;1,4901;129,08;166,19;1,4166;1076,825;1251,572;1,48;26,89;8709,47;101,9;52,9;54,9;53;46;148,137;44,131
4\1\1998;94,639;96,3702;96,3734;95,2633;89,1767;97,8859;98,4669;92,3313;83,9756;104,7112;94,3651;88,5168;88,8234;53,3;82,3821;14,16;16,11;13,41;14,79515605;16,83262457;14,01151431;105422;24338;573,3;6049;17635;10952;6683;100900;25055;5781,8;14529,7;7404;19816;90;1,136;131209;127852;4,3;14,7;2628;1918;1476;594;883;40,8;5;1547;1540;132;340;690;378;5,45;4,95;5,06;5,38;5,61;5,64;6,695714;7,330476;0,11;0,43;0,69;1,055714;1,690476;1076,1;3608,9;4136,3;486784;46130;46058;866,6;799549,5;95,707;105,168;93,256;94,937;162,200;172,500;96,676;130,7;128,9;123,6;100,6;104,0589184;269,6833;278,9557905;38,1;39,409988;40,5;96,24;1,5051;131,75;167,23;1,4298;1112,197;1290,173;1,43;27,96;9037,44;104,3;52,2;55,3;52,4;46,1;148,244;45,767
5\1\1998;95,3271;97,1352;97,0784;95,6589;89,7381;98,2067;99,978;92,9154;84,3993;104,69;94,9417;90,096;87,9467;53,2;82,3173;14,2;16,12;13,46;14,8145057;16,81759379;14,04248216;105764;24360;569,9;6087;17623;10952;6671;101279;25137;5792,5;14577,2;7430;19875;91;1,116;131325;127959;4,4;14,7;2641;1950;1490;651;839;40,9;4,9;1554;1536;147;294;707;388;5,49;5;5,14;5,44;5,63;5,65;6,697;7,2975;0,14;0,44;0,65;1,047;1,6475;1078,4;3647,3;4159,6;488789;45531;45379;876,7;803246,7;95,852;104,409;93,647;95,136;162,600;172,900;96,765;130,5;128,8;123,5;99,6;102,9297783;276,4185;285,6595877;38,3;39,58042681;41,1;96,44;1,479;134,9;163,82;1,4452;1108,417;1294,304;1,45;27,38;9080,07;101,7;50,9;51,5;51,5;46;148,085;45,807
6\1\1998;94,7737;96,6399;96,405;94,4827;85,2378;98,5042;100,396;92,2817;83,4503;104,757;94,2567;94,1026;88,4944;50,6;81,183;14,19;16,17;13,43;14,8190695;16,88684664;14,02537726;105972;24388;568,6;6130;17609;10950;6659;101463;25168;5797,6;14596,1;7457;19879;90;1,062;131244;127874;4,5;14,1;2546;2079;1613;824;789;40,8;4,8;1551;1641;139;318;772;412;5,56;4,98;5,12;5,41;5,52;5,5;6,530455;7,134091;0,14;0,43;0,52;1,030455;1,634091;1077;3686,4;4185,6;491763;45417;45166;890,8;812391,9;95,755;103,996;93,66;95,048;162,800;173,200;96,614;130,4;128,7;123,1;97,1;100,5030327;273,0477;282,6171155;33,6;34,77756847;39,3;98,12;1,4949;140,33;165,04;1,4655;1108,39;1292,625;1,45;28,04;8872,96;99,3;48,9;50,2;50,9;42;143,692;46,063
7\1\1998;94,3502;96,1365;95,5275;93,4094;81,2782;98,701;99,6303;91,9589;83,1083;104,7253;93,7768;95,1784;88,9056;50,8;80,2688;14,17;16,24;13,34;14,76087794;16,91719533;13,89626759;106040;24237;564,2;6172;17421;10782;6639;101733;25199;5798,3;14621;7490;19930;91;1,054;131329;127913;4,5;14,1;2593;2005;1577;755;821;40,9;4,8;1610;1698;152;312;803;431;5,54;4,96;5,03;5,36;5,46;5,46;6,551364;7,149091;0,07;0,4;0,5;1,091364;1,689091;1075;3712,9;4201,8;494620;44893;44635;897,6;820166,9;95,997;104,111;93,891;95,321;163,200;173,500;96,893;130,7;129;123;97,4;100,5232576;266,705;275,2572425;35,9;37,05118017;38,4;98,7;1,5136;140,79;164,37;1,4869;1156,577;1346,409;1,39;29,23;9097,14;100;49,2;51,8;50,2;44,1;142,144;44,489
8\1\1998;96,3319;98,3878;98,3737;96,6284;92,1374;98,571;102,2342;93,5775;86,2225;104,5428;96,1265;93,1365;89,3979;50,7;81,7923;14,28;16,32;13,47;14,85225748;16,97400855;14,0097975;106363;24420;562,1;6215;17563;10929;6634;101902;25242;5804,8;14638,9;7502;19959;90;1,08;131390;127970;4,5;13,7;2597;1963;1626;808;818;40,9;4,8;1654;1614;132;316;779;387;5,55;4,9;4,95;5,21;5,27;5,34;6,523333;7,143333;0,05;0,31;0,44;1,183333;1,803333;1074,8;3753,2;4225,1;497897;44956;44685;905,5;822246;96,147;103,753;94,054;95,566;163,400;174,000;97,111;130,4;128,7;122,7;93,6;96,38454964;260,8067;268,565559;30,4;31,30438364;37,8;100,14;1,4933;144,68;163,42;1,5346;1074,62;1266,947;1,48;27,49;8478,52;98,3;49,3;50,9;50,3;44,8;147,322;46,358
9\1\1998;96,0711;97,8366;97,6662;95,7283;91,4966;97,5553;101,9878;93,6979;86,808;103,5565;95,794;93,3441;87,4746;51,2;81,0447;14,31;16,27;13,53;14,88748557;16,92658212;14,07600836;106555;24419;557,8;6225;17557;10925;6632;102121;25302;5812,3;14672,6;7522;19985;86;1,012;131986;128399;4,6;14,4;2624;1985;1688;772;916;40,7;4,7;1577;1582;145;314;713;410;5,51;4,61;4,63;4,71;4,62;4,81;6,402857;7,088095;0,02;0,1;0,2;1,592857;2,278095;1080,2;3813,8;4268,8;502700;44850;44599;911,7;828674;96,121;103,455;93,974;95,622;163,500;174,200;97,104;130,4;128,6;122,3;91,4;94,12588565;254,96;262,5638491;36;37,07365299;34;96,14;1,4;134,48;168,23;1,5218;1020,64;1216,629;1,59;26,31;7909,79;93,9;48,7;49,4;50,8;43,2;146,867;46,699
10\1\1998;96,7146;98,4777;98,3624;96,196;93,368;97,4094;103,0735;94,3394;87,9289;103,7557;96,6443;92,8703;87,2374;52,4;81,3139;14,34;16,38;13,52;14,87706194;16,99346405;14,02635128;106732;24405;553,1;6262;17511;10906;6605;102328;25314;5809;14681;7543;20001;85;1,003;131999;128389;4,5;14,1;2823;1909;1582;723;858;40,9;4,8;1719;1715;167;355;833;360;5,07;3,96;4,05;4,12;4,18;4,53;6,375714;7,182381;0,09;0,16;0,57;1,845714;2,652381;1086;3874,0;4306,4;506951;44887;44714;933,6;833107,3;96,39;103,343;94,168;96,007;163,900;174,400;97,364;130,9;129,2;122,2;93,9;96,44221684;253,235;260,0909987;35,2;36,15299289;34,7;92,66;1,3373;121,05;169,44;1,5452;1032,47;1232,99;1,59;26,39;8164,47;87,5;48,7;48;49,8;47,1;148,646;44,335
11\1\1998;96,6389;98,2311;97,9155;95,5468;92,9632;96,6515;103,1396;94,4875;88,5992;103,6242;96,8038;86,9033;89,4041;50,4;81,0115;14,38;16,42;13,54;14,91531049;17,03125162;14,04404062;106973;24394;548,7;6301;17465;10876;6589;102623;25372;5820;14718,2;7560;20044;89;1,082;132280;128897;4,4;14,5;2510;1998;1590;715;875;40,8;4,8;1672;1660;142;325;791;402;4,83;4,41;4,42;4,53;4,54;4,83;6,408947;7,337895;0,01;0,12;0,42;1,578947;2,507895;1094,5;3931,0;4343,7;510413;44815;44732;943,4;837234,9;96,411;103,109;94,091;96,13;164,100;174,800;97,393;130,8;129,1;122;93,6;96,10546959;243,2874;249,7996776;32,7;33,57530829;34,5;93,58;1,3852;120,29;166,11;1,5404;1144,434;1365,757;1,43;29,5;9005,75;94,3;48,2;48,3;50,4;44,5;149,892;44,906
12\1\1998;96,9683;98,2724;97,8601;95,4192;93,5684;96,2046;103,455;95,1989;89,9365;103,9503;97,3157;86,5426;90,7341;47,7;81,0177;14,41;16,46;13,56;14,92815631;17,05187042;14,04759192;107280;24452;546,1;6378;17447;10868;6579;102907;25420;5833,7;14743,5;7576;20079;87;1,069;132602;129320;4,4;14;2587;1806;1559;756;803;41,1;4,8;1742;1792;162;427;763;440;4,68;4,39;4,4;4,52;4,45;4,65;6,216818;7,226364;0,01;0,13;0,26;1,566818;2,576364;1095,8;3979,2;4376,5;513887;45170;45053;939,6;839581,7;96,529;102,749;94,379;96,263;164,400;175,400;97,587;131,3;129,8;121,3;90,2;92,43034421;233,3582;239,1283675;26,1;26,74536567;31,9;92,87;1,3604;117,07;167,08;1,5433;1190,051;1426,916;1,37;31,38;9018,68;91,9;46,8;49,7;48,5;42,7;151,15;42,804
1\1\1999;97,4823;98,9582;98,6569;96,5088;93,8115;97,6557;103,7858;95,4762;90,1562;104,2117;97,6662;92,4408;93,5821;55,6;80,9007;14,44;16,49;13,6;14,9360254;17,05644452;14,06717074;107396;24406;536,9;6357;17432;10858;6574;103074;25450;5835,6;14772,4;7596;20084;92;1,141;133027;129802;4,3;13,4;2462;1993;1490;775;714;40,8;4,8;1732;1748;150;304;837;457;4,63;4,34;4,33;4,51;4,6;4,72;6,238421;7,287895;-0,01;0,17;0,38;1,518421;2,567895;1097,8;4011,4;4398,1;516894;44988;44782;937,9;847706,1;96,679;102,698;94,727;96,356;164,700;175,600;97,737;131,7;130,3;121,2;91;93,10701167;238,3142;243,8321209;30,2;30,89925003;33,7;92,02;1,3856;113,29;164,98;1,5194;1248,775;1505,561;1,3;32,86;9345,592;95,7;50,6;52,4;51;42,7;150,841;46,268
2\1\1999;97,8853;99,2526;99,0339;96,7189;94,3024;97,7434;104,591;96,0216;90,8847;104,7918;98,3584;86,912;94,6179;56;81,075;14,45;16,46;13,63;14,94930685;17,0287606;14,10097248;107746;24434;529,8;6429;17395;10846;6549;103456;25557;5856,5;14842,1;7605;20144;93;1,128;132856;129647;4,4;13,8;2566;1946;1551;749;801;40,8;4,8;1720;1670;175;299;852;344;4,76;4,44;4,44;4,7;4,91;5;6,395263;7,388947;0;0,26;0,56;1,395263;2,388947;1097;4055,1;4423,4;520752;44872;44756;935,7;856949,7;96,66;102,291;94,514;96,513;164,700;175,600;97,736;131,2;129,5;120,8;89;91,06163543;231,7568;237,1253172;26,2;26,80690841;35,2;93,64;1,4272;116,67;162,76;1,4977;1246,582;1509,137;1,3;32,64;9322,944;103,6;51,7;55;50,8;43,5;154,421;45,176
3\1\1999;98,0954;99,1009;98,8211;96,5461;93,9294;97,6545;104,3788;96,7185;91,7518;104,919;98,2882;93,8301;93,6521;55,7;80,6319;14,51;16,57;13,69;15,00160251;17,13139584;14,1538207;107828;24378;527,3;6402;17368;10843;6525;103618;25588;5859,9;14859,6;7613;20168;89;1,141;132947;129656;4,2;13,4;2473;1905;1472;758;714;40,5;4,8;1665;1710;157;353;817;383;4,81;4,44;4,47;4,78;5,14;5,23;6,623043;7,533913;0,03;0,34;0,79;1,393043;2,303913;1097,8;4069,4;4434,6;525005;44472;44407;941,3;866099,2;96,723;101,888;94,457;96,735;164,800;175,700;97,766;131,5;130;121,1;89,6;91,64740298;226,0722;231,2380582;33,3;34,06092097;42,5;95,75;1,466;119,47;162,13;1,5176;1281,664;1537,881;1,3;33,77;9753,634;99;52,4;55,9;52,3;43,7;152,549;44,949
